Id,WnvPresent
1,0.00144525396172
2,0.00144525396172
3,0.00144525396172
4,0.00144525396172
5,0.00144525396172
6,0.00144525396172
7,0.00144525396172
8,0.00144525396172
9,0.000348180445144
10,0.000348180445144
11,0.000348180445144
12,0.000348180445144
13,0.000348180445144
14,0.000348180445144
15,0.000348180445144
16,0.000348180445144
17,0.00126975320745
18,0.00126975320745
19,0.00126975320745
20,0.00126975320745
21,0.00126975320745
22,0.00126975320745
23,0.00126975320745
24,0.00126975320745
25,0.00116428651381
26,0.00116428651381
27,0.00116428651381
28,0.00116428651381
29,0.00116428651381
30,0.00116428651381
31,0.00116428651381
32,0.00116428651381
33,0.000362240942195
34,0.000362240942195
35,0.000362240942195
36,0.000362240942195
37,0.000362240942195
38,0.000362240942195
39,0.000362240942195
40,0.000362240942195
41,0.000999775482342
42,0.000999775482342
43,0.000999775482342
44,0.000999775482342
45,0.000999775482342
46,0.000999775482342
47,0.000999775482342
48,0.000999775482342
49,0.000738036702387
50,0.000738036702387
51,0.000738036702387
52,0.000738036702387
53,0.000738036702387
54,0.000738036702387
55,0.000738036702387
56,0.000738036702387
57,0.000306204863591
58,0.000306204863591
59,0.000306204863591
60,0.000306204863591
61,0.000306204863591
62,0.000306204863591
63,0.000306204863591
64,0.000306204863591
65,0.000999775482342
66,0.000999775482342
67,0.000999775482342
68,0.000999775482342
69,0.000999775482342
70,0.000999775482342
71,0.000999775482342
72,0.000999775482342
73,0.00183484924491
74,0.00183484924491
75,0.00183484924491
76,0.00183484924491
77,0.00183484924491
78,0.00183484924491
79,0.00183484924491
80,0.00183484924491
81,0.000845201546326
82,0.000845201546326
83,0.000845201546326
84,0.000845201546326
85,0.000845201546326
86,0.000845201546326
87,0.000845201546326
88,0.000845201546326
89,0.00177550478838
90,0.00177550478838
91,0.00177550478838
92,0.00177550478838
93,0.00177550478838
94,0.00177550478838
95,0.00177550478838
96,0.00177550478838
97,0.00153204659
98,0.00153204659
99,0.00153204659
100,0.00153204659
101,0.00153204659
102,0.00153204659
103,0.00153204659
104,0.00153204659
105,0.000306204863591
106,0.000306204863591
107,0.000306204863591
108,0.000306204863591
109,0.000306204863591
110,0.000306204863591
111,0.000306204863591
112,0.000306204863591
113,0.00134007923771
114,0.00134007923771
115,0.00134007923771
116,0.00134007923771
117,0.00134007923771
118,0.00134007923771
119,0.00134007923771
120,0.00134007923771
121,0.00034360124846
122,0.00034360124846
123,0.00034360124846
124,0.00034360124846
125,0.00034360124846
126,0.00034360124846
127,0.00034360124846
128,0.00034360124846
129,0.00037752094795
130,0.00037752094795
131,0.00037752094795
132,0.00037752094795
133,0.00037752094795
134,0.00037752094795
135,0.00037752094795
136,0.00037752094795
137,0.00124526431318
138,0.00124526431318
139,0.00124526431318
140,0.00124526431318
141,0.00124526431318
142,0.00124526431318
143,0.00124526431318
144,0.00124526431318
145,0.00124564627185
146,0.00124564627185
147,0.00124564627185
148,0.00124564627185
149,0.00124564627185
150,0.00124564627185
151,0.00124564627185
152,0.00124564627185
